Installed Asset Serial Number,Ticket Number,Title,Installed Asset,Status,Resources,Client,Total Hours Worked,Contract,Priority,Created,Due,Billed Hours,Classification,Queue,Role
NXA6UAA001124212EF7600,T20220915.0863,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Repair,,School District of Riverside-Brookfield 208,0.00,Riverside - ADP - Acer C722,Low,09/15/2022 03:05 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2SL5WG,T20220915.0864,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Beloit,0.00,Beloit - ADP - Lenovo 100e G2 - SIS + Loss/Theft - Batt Included,Low,09/15/2022 03:06 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF3SDFF9,T20220915.0865,Lenovo 500e Gen 3 N5100 - 4GB/32GB,Lenovo 500e Gen 3 N5100 - 4GB/32GB,Waiting Repair,,School District of North Palos 117,0.00,North Palos - ADP - Lenovo 500e Gen 3 - $100,Low,09/15/2022 03:06 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF3S2M3V,T20220915.0866,Lenovo 500e Gen 3 N5100 - 4GB/32GB,Lenovo 500e Gen 3 N5100 - 4GB/32GB,Waiting Repair,,School District of North Palos 117,0.00,North Palos - ADP - Lenovo 500e Gen 3 - $100,Low,09/15/2022 03:06 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD9243LVR,T20220915.0867,HP Chromebook 11 G7 EE 4GB/16GB,HP Chromebook 11 G7 EE 4GB/16GB,Waiting Pickup,,School District of Neenah,0.00,Neenah - ADP - HP 11 G7 EE,Low,09/15/2022 03:07 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXA6UAA001124212DE7600,T20220915.0868,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Repair,,School District of Riverside-Brookfield 208,0.00,Riverside - ADP - Acer C722,Low,09/15/2022 03:07 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
3RT9NF2,T20220915.0869,Dell 3100 Chromebook - 4GB/32GB - 2 USB Port,Dell 3100 Chromebook - 4GB/32GB - 2 USB Port,Waiting Pickup,,School District of Township High School 113,0.00,Township 113 - ADP - Dell 3100 - 22-23,Low,09/15/2022 03:10 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD108390B,T20220915.0870,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Repaired,"Espinoza, Miguel (primary)",School District of Salem - WI,0.50,Salem - ADP - HP 11 G8 - 1 Battery Included,Low,09/15/2022 03:11 PM,09/29/2022 06:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
PF2SHZ0N,T20220915.0871,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Beloit,0.00,Beloit - ADP - Lenovo 100e G2 - SIS + Loss/Theft - Batt Included,Low,09/15/2022 03:11 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P208SHY7,T20220915.0872,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Waiting Repair,,School District of Riverside-Brookfield 208,0.00,Riverside - ADP - Lenovo 100e G2 A4,Low,09/15/2022 03:12 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P208ZZ0G,T20220915.0873,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Repair,,School District of North Palos 117,0.00,North Palos - ADP - Lenovo 100e Gen 2,Low,09/15/2022 03:14 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2SNKLL,T20220915.0874,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Beloit,0.00,Beloit - ADP - Lenovo 100e G2 - SIS + Loss/Theft - Batt Included,Low,09/15/2022 03:14 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD10839MM,T20220915.0875,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Repaired,"Espinoza, Miguel (primary)",School District of Salem - WI,0.42,Salem - ADP - HP 11 G8 - 1 Battery Included,Low,09/15/2022 03:16 PM,09/29/2022 06:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
PF2SL9QD,T20220915.0876,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Beloit,0.00,Beloit - ADP - Lenovo 100e G2 - SIS + Loss/Theft - Batt Included,Low,09/15/2022 03:16 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P208RR1L,T20220915.0877,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Waiting Repair,,School District of Riverside-Brookfield 208,0.00,Riverside - ADP - Lenovo 100e G2 A4,Low,09/15/2022 03:17 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHPWAA002016105477600,T20220915.0878,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Waiting Pickup,,School District of Oak Lawn Hometown 123,0.00,Oak Lawn - ADP - Acer R752T - NO DED,Low,09/15/2022 03:17 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD9243T2Y,T20220915.0879,HP Chromebook 11 G7 EE 4GB/16GB,HP Chromebook 11 G7 EE 4GB/16GB,Waiting Pickup,,School District of Neenah,0.00,Neenah - ADP - HP 11 G7 EE,Low,09/15/2022 03:18 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD1060BML,T20220915.0881,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Repaired,"Moua, Hue (primary)",School District of Salem - WI,0.33,Salem - ADP - HP 11 G8 - 1 Battery Included,Low,09/15/2022 03:19 PM,09/29/2022 06:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD9243M2F,T20220915.0882,HP Chromebook 11 G7 EE 4GB/16GB,HP Chromebook 11 G7 EE 4GB/16GB,Waiting Pickup,,School District of Neenah,0.00,Neenah - ADP - HP 11 G7 EE,Low,09/15/2022 03:19 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD9243MJ8,T20220915.0883,HP Chromebook 11 G7 EE 4GB/16GB,HP Chromebook 11 G7 EE 4GB/16GB,Waiting Pickup,,School District of Neenah,0.00,Neenah - ADP - HP 11 G7 EE,Low,09/15/2022 03:20 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P208RSHR,T20220915.0884,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Waiting Repair,,School District of Riverside-Brookfield 208,0.00,Riverside - ADP - Lenovo 100e G2 A4,Low,09/15/2022 03:20 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2SJJKX,T20220915.0885,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Beloit,0.00,Beloit - ADP - Lenovo 100e G2 - SIS + Loss/Theft - Batt Included,Low,09/15/2022 03:21 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P204Q15R,T20220915.0886,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Waiting Repair,,School District of Cook County 130,0.00,Cook County - ADP - Lenovo 100e Gen 2 - 22-23,Low,09/15/2022 03:22 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD0437WCG,T20220915.0887,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Pickup,,School District of Batavia 101,0.00,Batavia - ADP - HP 11 G8 - 22-23,Low,09/15/2022 03:22 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXA6UAA0011190209E7600,T20220915.0888,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Repair,,School District of Riverside-Brookfield 208,0.00,Riverside - ADP - Acer C722,Low,09/15/2022 03:22 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2SLZQY,T20220915.0889,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Beloit,0.00,Beloit - ADP - Lenovo 100e G2 - SIS + Loss/Theft - Batt Included,Low,09/15/2022 03:24 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P2081REA,T20220915.0890,Lenovo 500e Gen 2 N4120 - 4GB/32GB,Lenovo 500e Gen 2 N4120 - 4GB/32GB,Waiting Pickup,,School District of Township High School 113,0.00,Township 113 - ADP - Lenovo 500e Gen 2 - No Ded,Low,09/15/2022 03:25 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P203S806,T20220915.0891,Lenovo 100e Chromebook,Lenovo 100e Chromebook,Waiting Pickup,,School District of Bradley Bourbonnais 307,0.00,Bradley - ADP - Lenovo 100e G1,Low,09/15/2022 03:25 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2SL5FB,T20220915.0892,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Beloit,0.00,Beloit - ADP - Lenovo 100e G2 - SIS + Loss/Theft - Batt Included,Low,09/15/2022 03:26 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXA6UAA0011153C4EB7600,T20220915.0893,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Repair,,School District of Riverside-Brookfield 208,0.00,Riverside - ADP - Acer C722,Low,09/15/2022 03:26 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD9180NPL,T20220915.0894,HP Chromebook 11 G7 EE 4GB/16GB,HP Chromebook 11 G7 EE 4GB/16GB,Waiting Pickup,,School District of Oshkosh,0.00,Oshkosh - ADP - HP 11 G7 EE,Low,09/15/2022 03:26 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2QBH99,T20220915.0895,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Beloit,0.00,Beloit - ADP - Lenovo 100e G2 - SIS + Loss/Theft - Batt Included,Low,09/15/2022 03:28 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXA6UAA001121311A17600,T20220915.0896,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Repair,,School District of Riverside-Brookfield 208,0.00,Riverside - ADP - Acer C722,Low,09/15/2022 03:28 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00604136AB77611,T20220915.0897,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 03:29 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA006041321717611,T20220915.0898,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 03:29 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA0060413666B7611,T20220915.0899,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 03:29 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA0060413665D7611,T20220915.0900,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 03:29 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA0060412D5B37611,T20220915.0901,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 03:29 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA006041318C07611,T20220915.0902,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 03:29 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00604328CEC7611,T20220915.0903,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 03:29 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00604122A3D7611,T20220915.0904,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 03:29 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00604328D1E7611,T20220915.0905,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 03:30 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00604123ACF7611,T20220915.0906,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 03:30 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00604123BE07611,T20220915.0907,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 03:30 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA0060411885C7611,T20220915.0908,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 03:30 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA006041321F27611,T20220915.0909,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 03:30 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00604123B377611,T20220915.0910,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 03:30 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2L6KR2,T20220915.0911,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Waiting Pickup,,School District of Bourbonnais 53,0.00,Bourbonnais - ADP - Lenovo 300e G2 - $100,Low,09/15/2022 03:35 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P204PFY7,T20220915.0912,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Waiting Repair,,School District of Cook County 130,0.00,Cook County - ADP - Lenovo 100e Gen 2 - 22-23,Low,09/15/2022 03:38 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P204P907,T20220915.0913,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Waiting Repair,,School District of Cook County 130,0.00,Cook County - ADP - Lenovo 100e Gen 2 - 22-23,Low,09/15/2022 03:38 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P204P9H9,T20220915.0914,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Waiting Repair,,School District of Cook County 130,0.00,Cook County - ADP - Lenovo 100e Gen 2 - 22-23,Low,09/15/2022 03:38 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2L5T0R,T20220915.0915,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Waiting Pickup,,School District of Bourbonnais 53,0.00,Bourbonnais - ADP - Lenovo 300e G2 - $100,Low,09/15/2022 03:42 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD05268PR,T20220915.0916,HP 11a G8 EE A4 - 4GB/32GB,HP 11a G8 EE A4 - 4GB/32GB,Waiting Pickup,,School District of Peshtigo,0.00,Peshtigo - ADP - HP 11A G8 EE - TH,Low,09/15/2022 03:43 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P209003M,T20220915.0917,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Repair,,School District of North Palos 117,0.00,North Palos - ADP - Lenovo 100e Gen 2,Low,09/15/2022 03:47 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8WAA0019290DF407600,T20220915.0918,Acer C733T-C8SZ Chromebook,Acer C733T-C8SZ Chromebook,Waiting Pickup,,School District of Bourbonnais 53,0.00,Bourbonnais - ADP - Acer C733T - $100,Low,09/15/2022 03:48 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
L5NXCV00L326196,T20220915.0919,Asus C434TA Chromebook 4GB/64GB,Asus C434TA Chromebook 4GB/64GB,Waiting Pickup,,School District of Menasha,0.00,Menasha - ADP - Asus C434TA - $100,Low,09/15/2022 03:49 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8WAA003049213507611,T20220915.0920,Acer C733T-C962 N4020 - 4GB/32GB,Acer C733T-C962 N4020 - 4GB/32GB,Waiting Pickup,,School District of Menasha,0.00,Menasha - ADP - Acer C733T - $100,Low,09/15/2022 03:49 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8WAA0030491DE1D7611,T20220915.0921,Acer C733T-C962 N4020 - 4GB/32GB,Acer C733T-C962 N4020 - 4GB/32GB,Waiting Pickup,,School District of Menasha,0.00,Menasha - ADP - Acer C733T - $100,Low,09/15/2022 03:49 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH1LAA0028500679D7600,T20220915.0922,Acer CB514 Touchscreen Chromebook - Dual Camera,Acer CB514 Touchscreen Chromebook - Dual Camera,Waiting Repair,,School District of Kettle Moraine,0.00,Kettle Moraine - ADP - Acer CB514 - $100 - 1st break free,Low,09/15/2022 03:53 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD926BGGB,T20220915.0923,HP ProBook 430 G6 Notebook,HP ProBook 430 G6 Notebook,Waiting Repair,,School District of Kettle Moraine,0.00,Kettle Moraine - ADP - HP ProBook 430 G6 - $100 - 1st break free,Low,09/15/2022 03:53 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH91AA0019221AC5B7600,T20220915.0924,Acer R752T Chromebook,Acer R752T Chromebook,Waiting Repair,,School District of Kettle Moraine,0.00,Kettle Moraine - ADP - Acer R752T - $100 - 1st break free,Low,09/15/2022 03:54 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
L5NXCV12N131215,T20220915.0925,Asus C434TA Chromebook 4GB/64GB,Asus C434TA Chromebook 4GB/64GB,Waiting Pickup,,School District of Menasha,0.00,Menasha - ADP - Asus C434TA - $100,Low,09/15/2022 03:58 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CG1333GPP,T20220915.0926,HP ProBook x360 435 G8 - 16GB/256GB,HP ProBook x360 435 G8 - 16GB/256GB,Waiting Repair,"Behling, Lindsay (primary)",School District of Kettle Moraine,0.00,Kettle Moraine - ADP - HP ProBook x360 435 - $100 - 1st Break Free,Low,09/15/2022 04:03 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Administration
NXH8VAA006041188277611,T20220915.0927,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 04:32 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2MVH5F,T20220915.0928,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of O'Fallon 90,0.00,O'Fallon - ADP - Lenovo 100e G2,Low,09/15/2022 04:51 PM,09/28/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA006041282A77611,T20220915.0929,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 07:33 PM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00604136A8C7611,T20220915.0930,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 07:33 PM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA006041281FF7611,T20220915.0931,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 07:33 PM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA006041367E57611,T20220915.0932,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 07:33 PM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00604312D6A7611,T20220915.0933,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 07:33 PM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA006041239227611,T20220915.0934,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 07:33 PM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00604328CFB7611,T20220915.0935,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 07:34 PM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00604312D4F7611,T20220915.0936,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/15/2022 07:34 PM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
2QVYQM3,T20220916.0001,Dell 3100 N4020 - 4GB/32GB - 2 USB Port,Dell 3100 N4020 - 4GB/32GB - 2 USB Port,Complete,"Julsrud, Matthew (primary)",School District of Canal Winchester,0.00,Canal Winchester - ADP - Dell 3100,Low,09/16/2022 06:44 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA00603714B467611,T20220916.0002,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of De Forest,0.00,De Forest - ADP - Acer C733,Low,09/16/2022 06:49 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXGNZAA002848036C07600,T20220916.0003,Acer C771-C4TM Chromebook,Acer C771-C4TM Chromebook,Waiting Pickup,,School District of De Forest,0.00,De Forest - ADP - Acer C771,Low,09/16/2022 06:56 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA0060311BE607611,T20220916.0004,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of De Forest,0.00,De Forest - ADP - Acer C733,Low,09/16/2022 06:57 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD116SXSC,T20220916.0005,HP 11MK G9 EE MTK8183 - 4GB/32GB - SD Reader,HP 11MK G9 EE MTK8183 - 4GB/32GB - SD Reader,Waiting Repair,,School District of St. Francis,0.00,St. Francis - ADP - HP 11MK G9 EE,Low,09/16/2022 06:57 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
4Y868D3,T20220916.0006,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Waiting Pickup,,School District of Tift County,0.00,Tift County - ADP - Dell 3100 - NO DED - T&L - 1 Batt Included,Low,09/16/2022 07:01 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD925902X,T20220916.0007,HP Chromebook 11 G7 EE 4GB/16GB,HP Chromebook 11 G7 EE 4GB/16GB,Waiting Pickup,,School District of Wrightstown,0.00,Wrightstown - ADP - HP 11 G7 EE,Low,09/16/2022 07:09 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
YX01W34A,T20220916.0008,Lenovo Tab 10e,Lenovo Tab 10e,Waiting Pickup,,School District of Neenah,0.00,Neenah - ADP - Lenovo 10e - $100,Low,09/16/2022 07:09 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P209J8NN,T20220916.0009,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Muskego-Norway,0.00,Muskego - ADP - Lenovo 100e,Low,09/16/2022 07:20 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
